Breed,Weight_kg,Age_years,RBC,Hb,WBC,Platelets,Glucose,Creatinine,ALT,MCV,MCH,MCHC,MedicalHistory,Vd,ke,CL,fi,D_eff,Xylazine_Dose_mg_per_kg,Safe_Unsafe
German Shepherd,38.1,7.6,5.683,11.749,5.845,209.8,76.6,1.101,54.4,79.55,27.52,29.04,Allergies,2.005,0.0239,0.0479,0.5311,0.2377,0.685,0
Bulldog,19.4,7.8,4.356,11.594,5.41,253.2,81.2,1.28,45.3,83.19,24.17,32.19,Dental issues,2.16,0.0189,0.0408,0.5313,0.1479,0.464,0
Yorkshire Terrier,5.7839,14.1146,7.052,17.297,5.709,235.9,98.4,0.798,45.0,91.5461,26.3112,31.5517,Vaccinated,1.913,0.021,0.0402,0.5164,0.1628,0.496,1
German Shepherd,26.2,0.5,4.754,12.549,18.0,537.2,84.6,1.158,39.5,87.03,27.11,30.44,Not vaccinated,2.068,0.0226,0.0467,0.5303,0.2231,0.642,0
Mixed Breed,11.3462,4.5342,7.183,19.582,12.347,173.8,99.1,0.992,87.6,96.5396,27.1515,30.756,Allergies,2.091,0.0195,0.0408,0.5187,0.1554,0.454,1
Yorkshire Terrier,4.5811,1.9806,5.068,11.986,4.829,304.4,82.5,0.882,34.8,79.4046,26.2658,27.9952,Allergies,1.876,0.0208,0.039,0.5485,0.1497,0.439,1
Mixed Breed,8.6281,0.7683,5.61,9.153,3.518,167.8,90.5,1.155,41.6,70.4772,26.5486,28.2339,Allergies,1.939,0.0191,0.037,0.546,0.1423,0.441,1
Mixed Breed,11.9,9.3,5.282,11.043,6.479,327.3,94.7,1.142,46.7,74.26,23.56,30.44,Chronic illness,2.048,0.0197,0.0403,0.5322,0.195,0.587,0
Beagle,24.0253,0.7977,6.0,14.305,3.0,272.8,96.9,1.389,69.0,89.2472,22.5255,31.8195,Previous heart condition,1.98,0.0229,0.0453,0.5303,0.2317,0.653,0
Poodle,6.2354,11.8568,5.984,17.331,8.256,215.5,101.2,0.889,43.8,96.4362,26.2656,32.4842,Previous heart condition,1.994,0.0218,0.0435,0.5168,0.2026,0.639,0
Boxer,19.7167,0.899,6.503,13.224,6.433,273.8,65.9,1.145,59.1,74.5752,27.0729,27.951,No previous conditions,1.958,0.0224,0.0439,0.5258,0.1851,0.594,1
Yorkshire Terrier,5.8,12.5,5.779,12.612,7.466,295.3,111.3,0.779,48.0,84.49,25.13,32.34,Dental issues,1.923,0.0204,0.0392,0.5308,0.1524,0.464,0
Golden Retriever,35.4,10.1,7.597,16.693,6.24,207.6,91.6,1.295,52.2,85.94,24.47,30.49,Allergies,2.02,0.0207,0.0418,0.5257,0.2211,0.63,0
Bulldog,16.7052,10.7786,6.941,17.86,17.87,447.5,107.1,0.675,57.0,84.8377,22.9044,27.3323,Recent surgery,2.243,0.0201,0.0451,0.52,0.1748,0.532,0
Poodle,3.9349,2.6119,5.862,12.974,5.194,245.8,81.4,0.789,44.8,87.4287,23.2249,29.9754,No previous conditions,2.0,0.0198,0.0396,0.5128,0.209,0.618,1
Labrador Retriever,25.0775,2.4277,4.781,8.673,14.566,334.1,77.6,1.152,41.3,68.6112,18.8003,28.07,Dental issues,2.11,0.0237,0.05,0.5406,0.2281,0.653,0
Boxer,26.7409,13.2794,5.182,12.774,9.755,240.0,101.8,1.114,68.6,82.0628,22.9525,31.0701,Previous heart condition,2.005,0.0213,0.0427,0.5328,0.1829,0.55,0
Labrador Retriever,40.9493,10.8334,5.218,16.943,5.435,124.8,94.7,2.011,50.7,97.665,20.458,32.0179,Previous kidney disease,2.029,0.0208,0.0422,0.533,0.1863,0.53,0
Labrador Retriever,39.5903,13.056,5.772,15.696,6.556,221.0,108.4,1.214,37.2,89.674,20.5817,31.9427,Parasite history,1.838,0.0226,0.0415,0.5273,0.1935,0.536,1
German Shepherd,40.6817,12.4296,5.866,20.272,6.459,171.6,96.0,1.612,41.6,82.8045,28.3831,31.4416,Skin conditions history,2.02,0.0203,0.041,0.5239,0.2471,0.69,1
Bulldog,16.2,10.1,4.859,11.808,5.647,259.4,99.0,0.78,42.7,82.98,26.9,31.5,Dental issues,2.163,0.0194,0.042,0.5314,0.1708,0.536,0
Yorkshire Terrier,8.7255,11.9016,6.577,16.42,11.489,312.9,84.9,1.053,91.4,87.6184,19.1817,39.1798,Previous heart condition,1.884,0.0222,0.0418,0.5398,0.1389,0.414,0
Labrador Retriever,39.2,8.5,5.843,14.336,5.658,404.6,109.7,1.355,46.9,82.09,25.22,32.35,Recent surgery,2.059,0.0215,0.0443,0.5287,0.2135,0.604,0
Boxer,27.4,12.1,6.563,16.953,6.54,167.0,97.8,1.209,46.8,85.53,22.37,31.17,Not vaccinated,2.077,0.0194,0.0403,0.5255,0.1857,0.559,1
Beagle,28.5766,9.7057,6.977,15.644,6.788,194.8,96.2,1.207,31.4,72.967,22.3831,32.9285,Skin conditions history,2.078,0.0234,0.0486,0.5134,0.2135,0.618,1
Poodle,5.4161,2.5522,6.245,14.512,6.386,310.9,61.1,0.901,38.2,79.0164,22.2888,32.8289,Recent surgery,1.862,0.0203,0.0378,0.5332,0.1882,0.552,0
Mixed Breed,29.0855,6.064,5.577,15.139,11.01,377.7,73.5,1.069,55.9,86.7737,19.3929,33.9003,Recent surgery,2.056,0.0215,0.0442,0.5293,0.207,0.625,0
Rottweiler,32.3062,1.1618,5.254,8.903,5.276,300.0,69.6,1.039,35.8,63.0397,22.4858,29.2296,Skin conditions history,1.993,0.0216,0.0431,0.5553,0.2096,0.625,0
Yorkshire Terrier,6.5671,12.2249,6.958,13.92,6.714,247.7,70.8,0.632,32.9,76.7278,19.6733,31.0815,Previous heart condition,1.885,0.0205,0.0386,0.5338,0.1453,0.441,1
German Shepherd,39.2083,15.2234,6.013,16.098,7.799,195.4,108.4,1.454,94.7,86.7616,19.0784,31.6477,Skin conditions history,2.113,0.0225,0.0475,0.5396,0.1825,0.522,1
Yorkshire Terrier,3.7,7.3,6.427,14.431,10.801,262.0,93.6,0.741,87.5,80.71,21.24,28.29,No previous conditions,1.849,0.0216,0.0399,0.5283,0.174,0.527,1
Golden Retriever,36.1,9.6,5.38,10.362,4.745,345.4,104.2,1.666,83.4,79.21,27.75,29.98,Chronic illness,2.009,0.0219,0.044,0.5332,0.2314,0.67,0
Bulldog,24.1,9.0,6.325,11.585,4.293,197.5,89.5,1.03,55.4,71.34,21.37,28.84,No previous conditions,2.283,0.0192,0.0438,0.5315,0.1676,0.526,1
Boxer,23.7809,0.8975,5.968,17.256,7.341,197.3,86.1,1.302,66.0,86.883,21.3077,35.2312,Chronic illness,1.992,0.0211,0.042,0.5511,0.1957,0.57,0
Poodle,4.2,5.8,5.689,13.427,6.147,303.1,84.3,1.101,37.2,85.45,19.88,38.0,Dental issues,1.96,0.0206,0.0404,0.5293,0.2125,0.627,0
Boxer,20.3,1.9,5.156,12.917,7.665,296.7,58.0,1.04,41.5,88.2,21.05,29.88,Not vaccinated,2.003,0.0207,0.0415,0.5294,0.1492,0.453,0
Yorkshire Terrier,4.8589,9.8961,6.545,15.917,5.334,202.8,73.1,1.003,47.4,81.5741,25.4857,30.4431,No previous conditions,1.794,0.0204,0.0366,0.5262,0.137,0.421,1
German Shepherd,38.1,1.3,3.509,8.0,11.782,299.5,110.0,1.091,38.3,85.36,21.97,31.11,Parasite history,1.929,0.0212,0.0409,0.536,0.1779,0.518,0
Mixed Breed,16.0,12.6,4.194,14.104,7.544,262.0,73.8,0.968,36.0,98.72,23.92,33.43,Dental issues,2.034,0.0192,0.0391,0.5283,0.214,0.639,1
German Shepherd,38.2,12.7,6.606,16.278,11.358,218.8,74.2,1.464,40.2,76.85,24.0,31.41,Recent surgery,2.095,0.0216,0.0453,0.5258,0.1972,0.562,1
German Shepherd,37.3163,8.095,5.933,12.059,6.206,244.8,75.8,1.09,73.0,79.3508,22.4386,29.4918,Skin conditions history,2.023,0.0224,0.0453,0.532,0.2249,0.623,0
Golden Retriever,42.4,4.9,4.613,13.268,5.912,244.1,95.4,1.913,35.7,86.14,19.44,29.53,Previous kidney disease,2.113,0.0196,0.0414,0.5297,0.2234,0.642,0
Golden Retriever,33.3,7.7,6.494,13.974,10.7,276.6,72.2,1.404,32.6,78.81,25.56,29.81,Vaccinated,2.016,0.021,0.0423,0.5284,0.1947,0.558,1
Bulldog,26.2444,11.4229,5.327,13.257,4.072,212.8,79.8,1.278,62.0,79.0427,20.1328,30.2433,Allergies,2.238,0.0209,0.0468,0.5218,0.1732,0.527,0
Beagle,16.3604,4.6211,6.906,14.338,9.874,292.6,92.8,1.065,118.1,74.7853,22.1743,30.3578,Allergies,1.998,0.0239,0.0478,0.5181,0.2325,0.637,0
Labrador Retriever,45.0,9.4,5.714,13.853,8.527,259.9,95.4,1.249,37.2,79.02,19.48,31.89,Not vaccinated,2.124,0.0243,0.0516,0.529,0.219,0.62,0
Poodle,4.7361,8.1873,5.632,16.88,3.0,250.4,73.6,1.008,31.1,87.4412,23.3826,31.4215,Previous heart condition,1.819,0.0206,0.0375,0.5294,0.2145,0.601,0
Labrador Retriever,40.6,13.6,5.537,16.585,6.423,114.8,100.5,1.356,61.1,89.26,23.36,33.29,Dental issues,2.071,0.0221,0.0458,0.526,0.2108,0.593,0
Beagle,19.5231,10.3057,5.404,9.852,9.34,522.2,89.1,1.084,78.5,64.8568,20.1285,28.5057,Dental issues,1.962,0.0221,0.0434,0.5346,0.2033,0.604,0
Mixed Breed,20.5,12.4,5.286,12.73,7.925,301.6,96.5,0.897,50.9,85.97,26.63,29.45,Dental issues,2.014,0.0196,0.0395,0.5303,0.1878,0.563,0
Labrador Retriever,39.7463,0.7134,4.726,10.0,8.381,381.5,115.7,1.228,67.7,72.1245,19.3285,27.6578,No previous conditions,1.958,0.0223,0.0437,0.5285,0.1783,0.509,1
Labrador Retriever,40.0689,3.8847,5.221,13.665,4.037,415.9,77.2,0.965,53.8,90.2893,25.0162,32.0964,Allergies,1.937,0.0229,0.0444,0.5273,0.2352,0.68,0
Bulldog,21.2813,10.2458,6.183,16.128,6.916,202.1,105.6,0.928,58.7,89.3304,22.0227,31.1259,No previous conditions,2.201,0.0204,0.0449,0.5445,0.1427,0.446,1
Bulldog,24.1113,8.6364,5.093,12.719,4.861,230.8,93.2,1.205,75.0,81.965,25.9011,28.4728,Not vaccinated,2.238,0.0218,0.0488,0.5418,0.1774,0.558,0
Labrador Retriever,37.3595,12.0149,4.983,11.634,5.583,178.2,73.1,1.464,80.6,82.4794,25.0692,30.1461,No previous conditions,2.001,0.0239,0.0478,0.5312,0.2296,0.68,1
German Shepherd,45.0,5.7,7.291,17.65,7.675,217.3,100.5,1.284,71.2,84.39,26.54,31.73,Parasite history,1.978,0.0211,0.0417,0.5248,0.2124,0.604,0
German Shepherd,29.3465,7.6243,6.477,13.538,9.488,326.4,100.7,1.196,33.2,73.1382,27.1562,28.4509,Dental issues,2.062,0.0222,0.0458,0.5147,0.2079,0.601,1
Rottweiler,38.3559,2.5838,5.042,12.055,8.451,380.4,99.5,1.578,49.5,74.0183,21.7046,29.0384,Chronic illness,2.008,0.0199,0.04,0.526,0.2002,0.548,0
German Shepherd,28.2,5.8,7.564,17.785,4.384,100.0,98.8,1.228,42.8,78.42,27.19,30.92,Dental issues,2.071,0.0225,0.0466,0.5246,0.2318,0.659,1
German Shepherd,45.0,5.6,4.072,11.799,3.0,215.1,95.6,2.2,33.1,85.73,25.53,31.87,Previous kidney disease,2.008,0.0197,0.0396,0.5314,0.2413,0.696,0
Golden Retriever,27.8116,9.736,4.624,11.871,6.464,184.2,84.0,1.225,48.6,90.332,24.6992,30.0447,Recent surgery,1.998,0.0212,0.0424,0.5185,0.216,0.572,1
Beagle,15.3,3.6,6.113,12.16,7.63,332.8,105.8,0.857,38.3,77.49,23.07,29.51,Dental issues,1.975,0.0209,0.0413,0.5312,0.1735,0.507,1
Beagle,33.0771,2.5989,6.647,16.983,4.54,192.4,115.1,1.282,47.3,87.2873,20.9802,31.6602,Dental issues,1.99,0.0236,0.047,0.5174,0.1798,0.504,1
Bulldog,18.3561,2.5545,6.195,17.333,12.692,147.4,102.4,1.182,93.3,88.1907,26.2504,32.8357,Dental issues,2.258,0.0194,0.0438,0.5155,0.1831,0.573,1
Labrador Retriever,36.5728,1.4878,6.58,18.046,6.965,280.0,86.8,1.745,97.0,81.3203,24.0205,34.1159,Chronic illness,2.006,0.0204,0.0409,0.522,0.2543,0.674,0
Rottweiler,35.1482,11.2174,5.609,14.448,9.946,362.6,85.3,0.892,59.9,86.604,26.9976,31.0172,Allergies,1.946,0.0219,0.0426,0.5371,0.2435,0.673,1
Yorkshire Terrier,6.4,8.7,6.714,12.648,9.601,309.1,92.3,0.926,34.1,62.59,21.11,28.96,Allergies,1.946,0.0217,0.0422,0.5303,0.1927,0.586,1
Golden Retriever,40.0864,0.7821,6.331,10.098,4.33,123.2,94.9,1.372,52.5,68.3996,21.3747,28.9407,Vaccinated,2.03,0.0226,0.0459,0.5391,0.2043,0.608,0
Poodle,3.8,9.4,4.937,11.496,11.813,303.3,78.0,0.811,87.7,75.25,24.39,33.59,Not vaccinated,1.837,0.022,0.0404,0.5314,0.194,0.575,1
German Shepherd,43.8095,13.7773,6.075,13.369,3.649,279.4,70.3,1.741,48.0,71.8033,24.1223,29.6026,Previous kidney disease,1.969,0.0208,0.041,0.5327,0.2104,0.596,1
Boxer,30.0,4.4,4.823,14.033,7.234,249.4,74.8,1.431,41.1,86.69,25.18,32.93,Parasite history,2.052,0.0234,0.048,0.5284,0.1502,0.455,1
Beagle,22.1428,7.6505,5.803,16.526,12.114,183.6,74.9,1.372,40.3,86.2099,19.3552,32.88,Chronic illness,2.045,0.0216,0.0442,0.5308,0.1847,0.553,0
Poodle,7.2725,5.993,4.854,11.726,5.682,171.3,77.2,1.803,49.0,81.6802,27.076,30.7014,Previous kidney disease,1.864,0.0204,0.038,0.534,0.1972,0.556,1
German Shepherd,34.8,14.4,6.641,14.701,5.678,114.0,82.5,1.372,42.5,80.58,20.55,31.46,Previous heart condition,1.978,0.021,0.0415,0.5278,0.2282,0.653,0
Golden Retriever,37.2,0.5,4.727,11.024,6.083,233.4,93.4,1.912,86.1,83.48,23.4,32.48,Chronic illness,1.88,0.021,0.0395,0.5322,0.2312,0.668,0
Bulldog,29.6664,10.7483,5.662,16.638,6.522,282.3,70.5,1.196,61.6,78.1821,21.0897,32.6996,Dental issues,2.256,0.0198,0.0447,0.5223,0.17,0.548,0
Beagle,26.768,7.2211,6.4,18.023,4.471,183.0,110.0,1.198,62.2,83.18,24.5629,34.3487,Recent surgery,2.053,0.0225,0.0462,0.533,0.1902,0.548,1
Bulldog,30.0,9.0,6.332,15.693,6.01,308.2,92.8,1.753,44.4,83.97,27.52,32.42,Previous kidney disease,2.168,0.02,0.0434,0.5269,0.1309,0.407,0
Labrador Retriever,27.4,12.0,6.432,15.208,10.187,200.8,108.9,1.167,37.4,83.56,27.62,31.22,Dental issues,2.053,0.0236,0.0485,0.5277,0.2132,0.602,0
Boxer,20.243,14.9804,5.791,11.66,9.539,240.0,84.3,0.525,71.9,70.4303,27.7532,29.3887,Dental issues,2.077,0.0206,0.0428,0.5245,0.2078,0.621,0
Poodle,7.6,10.8,6.789,9.761,7.445,336.2,98.6,0.757,53.7,60.0,26.72,28.0,Dental issues,1.879,0.0221,0.0415,0.5338,0.2068,0.616,1
Rottweiler,32.1413,14.1179,5.469,14.809,5.534,253.9,106.1,1.398,76.2,87.9013,25.3056,31.5333,Not vaccinated,1.778,0.0227,0.0404,0.5117,0.2413,0.674,1
Labrador Retriever,40.6,9.4,5.13,13.869,15.12,255.0,104.8,1.384,35.7,83.81,26.27,28.45,Parasite history,2.04,0.022,0.0449,0.5292,0.2373,0.672,0
Boxer,22.0,4.8,4.907,10.801,4.84,351.7,74.0,0.986,81.4,83.09,27.39,29.56,No previous conditions,1.93,0.0216,0.0417,0.5321,0.1815,0.554,1
German Shepherd,25.0,6.4,6.466,12.797,12.046,181.9,100.7,1.35,39.5,68.01,21.9,31.82,Skin conditions history,1.911,0.0222,0.0424,0.5303,0.1992,0.573,1
Yorkshire Terrier,3.655,8.7452,5.222,12.571,17.228,224.5,75.5,0.818,85.0,81.4179,19.3465,33.9467,Skin conditions history,1.907,0.0201,0.0383,0.5403,0.1841,0.553,1
Rottweiler,38.5,10.0,5.165,14.491,4.841,291.0,86.9,1.696,53.2,85.35,26.58,32.42,Recent surgery,2.05,0.0212,0.0435,0.5281,0.24,0.678,0
Mixed Breed,23.2416,2.7669,5.263,15.172,4.181,196.1,110.7,0.898,53.8,92.5423,18.9031,31.9864,Dental issues,1.966,0.0211,0.0415,0.5137,0.149,0.421,0
Yorkshire Terrier,5.3,3.0,3.5,8.493,11.669,300.4,66.8,1.161,41.9,85.47,20.3,29.73,Previous heart condition,1.889,0.0206,0.0389,0.5346,0.1489,0.457,0
Yorkshire Terrier,3.0,9.8,4.97,13.841,5.913,345.1,81.0,0.921,31.0,88.07,26.93,29.42,Previous heart condition,1.988,0.0201,0.04,0.5288,0.1811,0.549,0
German Shepherd,35.3,0.8,7.783,16.631,13.726,215.7,113.0,1.339,37.4,73.79,27.17,29.52,Not vaccinated,1.976,0.0221,0.0437,0.5262,0.1935,0.552,0
Golden Retriever,44.0,0.7,5.88,11.487,7.776,349.1,88.5,1.231,38.3,68.86,27.47,28.0,Skin conditions history,2.024,0.0215,0.0435,0.5316,0.1903,0.549,1
Poodle,5.9167,3.9927,4.606,13.519,7.011,239.8,63.1,1.392,79.6,91.7202,21.6857,29.1233,Chronic illness,1.957,0.0216,0.0423,0.5314,0.1889,0.577,0
Yorkshire Terrier,3.9504,5.7504,6.598,17.369,5.339,212.6,72.7,0.818,34.2,81.6283,25.8216,31.8073,Skin conditions history,1.932,0.0222,0.0429,0.5221,0.1496,0.437,0
Labrador Retriever,37.8,6.5,4.68,12.719,6.268,182.4,83.3,2.148,52.2,83.75,20.85,30.65,Previous kidney disease,1.957,0.0217,0.0425,0.5301,0.2224,0.631,0
Yorkshire Terrier,7.5,4.5,5.931,15.34,6.806,240.8,84.9,0.798,31.4,85.39,19.97,30.64,Not vaccinated,1.847,0.0215,0.0397,0.5271,0.193,0.583,0
Bulldog,21.6,6.0,6.564,17.081,7.155,241.6,97.1,1.57,72.6,87.45,24.06,32.17,Chronic illness,2.141,0.0203,0.0435,0.5254,0.1539,0.477,1
Labrador Retriever,41.5,13.7,4.23,13.362,9.503,300.6,96.1,1.671,88.0,92.6,19.92,32.86,Chronic illness,1.993,0.0219,0.0436,0.5296,0.2184,0.619,0
Beagle,26.4428,5.3197,4.725,10.208,15.327,369.8,96.9,1.03,56.6,69.1204,23.166,27.2362,Skin conditions history,2.022,0.0225,0.0455,0.5401,0.1798,0.56,0
Yorkshire Terrier,6.4,8.9,4.965,12.739,9.362,283.6,85.5,1.136,36.9,86.52,22.44,31.36,Previous kidney disease,1.884,0.0186,0.035,0.5301,0.176,0.535,0
Rottweiler,45.6039,1.9569,5.625,12.424,10.18,240.1,71.5,1.168,53.1,81.6385,20.0329,31.6187,Allergies,1.987,0.0225,0.0447,0.5065,0.226,0.651,1
German Shepherd,30.2,4.7,5.686,11.081,8.929,209.7,89.8,1.239,39.5,69.81,26.98,28.9,Dental issues,2.062,0.0203,0.0419,0.5321,0.2213,0.639,1
Yorkshire Terrier,8.9,8.5,6.541,18.131,6.704,191.3,98.4,0.897,44.7,84.1,21.13,33.15,Skin conditions history,1.87,0.019,0.0355,0.5242,0.1828,0.549,1
Boxer,22.572,2.7869,5.671,14.2,7.668,286.0,75.0,1.521,52.8,89.357,24.3397,30.9206,Chronic illness,2.1,0.0216,0.0454,0.5029,0.2118,0.637,1
Golden Retriever,38.4715,7.9772,5.278,12.118,8.159,218.7,102.2,1.715,101.7,84.6235,27.7406,28.9901,Chronic illness,1.968,0.0222,0.0437,0.5244,0.2089,0.614,0
Yorkshire Terrier,7.9782,2.0377,3.626,8.213,3.497,232.5,79.7,0.98,50.6,69.6389,24.3309,27.2322,Chronic illness,1.892,0.0211,0.0399,0.5388,0.1773,0.558,0
Yorkshire Terrier,5.5,10.4,6.056,15.486,5.466,204.3,79.3,0.884,39.0,85.93,22.53,33.82,Skin conditions history,1.947,0.0199,0.0387,0.5268,0.1633,0.493,1
Yorkshire Terrier,7.3972,7.1844,5.397,8.975,3.326,360.6,87.8,0.952,34.7,70.6834,22.6821,26.9713,Allergies,1.846,0.0216,0.0399,0.516,0.1731,0.535,1
Yorkshire Terrier,7.2,2.2,4.914,8.332,6.778,347.8,112.7,1.247,51.2,74.73,22.96,28.17,Chronic illness,1.89,0.0207,0.0391,0.5357,0.1788,0.55,0
Poodle,3.4574,7.9116,6.674,16.986,6.703,244.5,94.9,0.84,66.0,86.0931,24.2407,33.0739,Parasite history,1.955,0.0215,0.042,0.5219,0.1878,0.564,0
Bulldog,16.7,3.5,6.737,18.31,11.848,306.6,81.5,0.996,88.3,87.37,19.06,33.36,Chronic illness,2.193,0.0176,0.0386,0.5236,0.1775,0.548,0
Labrador Retriever,44.9304,5.1088,5.442,14.302,6.999,302.0,79.7,1.16,43.9,90.0335,24.8655,30.4181,Dental issues,1.961,0.0235,0.0461,0.5272,0.2407,0.669,1
Poodle,7.4837,4.581,4.634,11.073,6.921,118.7,95.6,0.982,51.3,85.6278,27.9753,31.7405,Not vaccinated,1.89,0.0222,0.042,0.5327,0.2035,0.59,1
Beagle,15.3891,9.4345,5.192,11.76,11.445,214.9,86.0,1.391,42.7,72.1414,25.0427,28.7414,Chronic illness,2.054,0.0214,0.0439,0.5222,0.1779,0.519,0
Mixed Breed,29.3,5.2,6.015,15.566,7.233,206.4,104.0,1.06,41.3,82.9,22.99,31.82,No previous conditions,2.101,0.0206,0.0433,0.5272,0.1981,0.59,1
Labrador Retriever,25.3,7.2,5.668,12.299,4.546,233.3,70.4,1.448,88.9,82.67,23.39,28.89,Previous heart condition,2.062,0.0232,0.0478,0.5303,0.2033,0.577,0
Yorkshire Terrier,8.1366,10.0152,6.065,14.129,6.265,269.3,86.4,1.743,38.1,81.9478,27.355,31.9065,Previous kidney disease,1.894,0.0201,0.0381,0.5525,0.187,0.578,0
Labrador Retriever,30.6,12.5,6.261,17.272,6.872,183.8,97.6,1.525,63.5,85.27,21.4,31.56,Chronic illness,1.957,0.0235,0.046,0.5251,0.2472,0.694,0
Golden Retriever,41.2,9.6,4.512,11.908,7.527,199.2,65.2,2.048,49.1,79.34,19.59,29.45,Previous kidney disease,1.965,0.022,0.0432,0.5307,0.2084,0.6,0
German Shepherd,27.1294,8.9306,5.204,15.129,5.552,291.8,86.9,1.178,39.3,84.872,24.8635,38.5215,Previous heart condition,2.043,0.0235,0.048,0.5329,0.2058,0.619,1
Yorkshire Terrier,4.5,11.4,6.159,13.488,8.651,273.0,90.4,1.596,46.5,80.05,22.67,29.28,Previous kidney disease,1.9,0.0199,0.0378,0.5293,0.1615,0.49,0
Poodle,5.1731,4.0322,6.142,14.462,6.084,367.3,71.7,0.919,53.8,83.3639,19.8897,32.4927,Vaccinated,1.876,0.0203,0.0381,0.5346,0.2068,0.6,0
German Shepherd,38.7819,7.6525,5.651,11.664,5.826,212.1,74.8,1.107,55.5,78.6623,28.2618,29.0006,Allergies,1.955,0.0239,0.0467,0.5358,0.2384,0.671,0
Yorkshire Terrier,8.3097,3.5852,5.069,12.415,11.735,267.4,102.0,1.052,52.4,88.0873,19.3667,29.5061,Previous heart condition,1.801,0.0196,0.0353,0.5245,0.1477,0.433,1
German Shepherd,33.9,14.5,5.908,15.3,3.871,196.6,67.0,1.065,43.3,87.83,22.3,31.98,Skin conditions history,2.083,0.022,0.0458,0.5268,0.2322,0.663,1
Beagle,14.7859,8.7611,4.558,10.245,7.388,323.4,72.9,1.344,50.7,81.8927,21.5203,29.6216,Recent surgery,1.993,0.0221,0.044,0.5528,0.1815,0.538,1
Labrador Retriever,30.3512,6.6291,5.945,12.74,10.467,177.4,76.7,1.179,35.6,80.7817,21.9452,28.792,Not vaccinated,1.939,0.0224,0.0434,0.5351,0.213,0.627,0
German Shepherd,39.1,15.0,4.698,11.696,5.328,249.2,83.2,1.225,37.6,80.41,23.38,30.22,Skin conditions history,2.013,0.0222,0.0447,0.5313,0.1942,0.56,1
Beagle,15.8396,7.546,6.982,19.87,5.551,208.3,70.3,0.955,35.0,80.3204,26.384,33.9038,Skin conditions history,2.057,0.0225,0.0463,0.5242,0.1897,0.562,0
Bulldog,27.8,12.2,5.489,12.127,15.096,415.0,80.2,0.912,33.1,70.74,25.26,30.19,Allergies,2.176,0.0205,0.0446,0.5307,0.135,0.423,0
Rottweiler,28.3562,7.4232,6.42,10.735,3.55,182.2,74.6,1.422,55.1,65.3933,25.318,27.8773,Recent surgery,2.08,0.0221,0.046,0.5396,0.2076,0.584,1
Bulldog,23.3373,3.3467,6.04,10.536,7.261,335.5,98.2,0.824,130.0,70.3303,22.1995,27.7398,Dental issues,2.118,0.0188,0.0398,0.5375,0.1655,0.532,0
Poodle,5.8922,7.2922,6.667,12.797,10.956,216.9,88.8,0.832,70.4,68.9312,22.2732,32.4691,Dental issues,1.904,0.021,0.04,0.5303,0.2035,0.64,1
German Shepherd,31.5,10.9,7.302,17.929,10.607,220.6,89.9,1.214,39.8,82.5,19.59,32.63,Skin conditions history,1.955,0.0222,0.0434,0.5242,0.1859,0.528,1
Golden Retriever,42.0679,6.6057,5.587,14.759,4.458,151.5,89.6,1.27,70.5,80.2465,26.9949,30.7443,Recent surgery,2.101,0.0244,0.0513,0.5295,0.2335,0.694,1
Bulldog,23.5693,5.8259,7.072,17.486,13.441,269.5,71.8,1.418,40.5,81.8338,27.5412,31.7403,Chronic illness,2.183,0.0197,0.043,0.5369,0.1714,0.505,0
Yorkshire Terrier,4.4,7.8,5.381,15.474,7.884,223.0,93.5,0.741,46.8,83.33,24.47,32.48,Parasite history,1.868,0.0193,0.0361,0.5271,0.1837,0.555,0
Boxer,16.7581,9.8573,5.206,11.944,8.119,325.9,78.5,1.15,39.6,83.3724,23.6807,27.6194,Not vaccinated,1.967,0.0207,0.0407,0.532,0.2017,0.612,1
Poodle,3.0,1.9,6.101,14.183,6.021,203.4,98.5,0.955,33.6,93.02,19.81,29.24,Skin conditions history,1.957,0.0192,0.0376,0.5287,0.2084,0.614,1
Yorkshire Terrier,3.9602,2.7382,4.475,11.477,6.304,226.5,98.9,1.27,43.8,87.8121,24.5884,32.4282,Previous kidney disease,1.829,0.018,0.0329,0.523,0.1888,0.584,0
Rottweiler,34.8,6.0,5.712,11.593,7.089,384.7,100.7,1.393,34.1,74.45,21.6,30.78,No previous conditions,2.013,0.0213,0.0429,0.5317,0.2107,0.6,1
Golden Retriever,35.4945,13.9987,5.052,11.777,12.441,285.2,98.6,1.388,67.8,70.6114,19.4941,31.7547,Dental issues,2.065,0.0222,0.0458,0.5501,0.1998,0.613,1
Labrador Retriever,34.1,15.0,5.541,12.931,5.586,136.6,105.3,1.204,60.8,81.05,22.11,29.72,Parasite history,2.024,0.0246,0.0498,0.5303,0.2381,0.676,0
Rottweiler,36.81,1.8178,7.567,18.745,4.648,102.2,60.7,1.37,38.3,81.2472,26.6631,31.5824,Skin conditions history,1.974,0.0234,0.0462,0.5215,0.2256,0.65,0
Labrador Retriever,41.879,8.7005,7.113,11.933,6.936,351.5,89.8,1.672,42.1,58.0361,20.7791,29.1589,Recent surgery,2.017,0.023,0.0464,0.5302,0.2274,0.653,1
Poodle,3.3002,7.5186,4.156,8.052,5.716,133.4,88.9,0.817,36.5,81.6168,26.6116,29.0501,Parasite history,1.962,0.0216,0.0424,0.543,0.2008,0.602,0
